,date,title,article,thumbnail,url,author
87,"May 13, 2021",Astellas and Kyoto University Innovation Capital Establish Strategic Alliance Agreement,This phrase reflects our sincere hope.,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16911,Astellas
88,"May 12, 2021",Notice Regarding Continuation of  the Performance-linked  Stock Compensation Scheme,We believe that being on the forefront of healthcare change to turn innovative science into VALUE for patients will bring hope to patients all over the world and help them to smile.,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/system/files/news/2021-05/20210512_en_2.pdf,Astellas
89,"May 06, 2021",Astellas’ XTANDITM (enzalutamide) Approved by European Commission for Men with Metastatic Hormone-Sensitive Prostate Cancer,Come and join us and work together to change the future.,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16901,Astellas
90,"Apr 28, 2021",Astellas’ Efforts Against the Spread of the Coronavirus Disease (COVID-19),Contribute toward improving the health of people around the world through the provision of innovative and reliable pharmaceutical products,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/22326,Astellas
91,"Apr 27, 2021",Change of Directors,On the forefront of healthcare change to turn innovative science into VALUE for patients,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/system/files/news/2021-04/20210427_en_2.pdf,Astellas
92,"Apr 27, 2021",Posted Financial Results for FY2020,"As long as there are patients who need new medications, we will continue to respond in a flexible manner to changes in the environment.                To this end, it is absolutely essential for each of us to take on these challenges with an attention to speed.                The five messages ensure our conviction of “Changing Tomorrow.”                These are the values shared by all Astellas employees active around the world.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/23896,Astellas
93,"Apr 27, 2021","Notice Regarding Impairment Loss for Investigational Gene Therapy AT132 and the Differences Between Financial Forecasts and Actual Results for the Fiscal Year Ended March 31, 2021","Since its establishment in 2005, under the management philosophy of “Contributing to the health of people around the world through innovative and reliable pharmaceutical products,” Astellas has consistently been committed to creating innovation and delivering innovative medical solutions that meet the needs of patients.The values we focus on at Astellas and group companies are concentrated into five messages: “Patient Focus,” “Ownership,” “Results,” “Openness,” and “Integrity,” referred to as the Astellas Way.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16891,Astellas
94,"Apr 27, 2021",Launch of the IP Principles for Advancing Cures and Therapies (IP PACT),"By sharing a set of values in the Astellas Way with Astellas employees around the world and maximizing our capabilities, we will build an organization and corporate climate that continue to create new VALUE.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16871,Astellas
95,"Apr 20, 2021",Astellas and Seagen Announce U.S. FDA Acceptance of Two Supplemental Biologics License Applications for PADCEV® (enfortumab vedotin-ejfv) in Locally Advanced or Metastatic Urothelial Cancer,"To be at the forefront of healthcare change toward transforming innovative science into VALUE for patients, we need a business strategy, along with the “people” and “organization” for support. So, as a common global direction, we have drawn up an image of the type of people we want, and the organization that we aspire to be.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16856,Astellas
96,"Apr 13, 2021",Astellas Updates “Contact for Potential Acquisition of Astellas’ R&D Programs” Section on its Corporate Website,"“Research” is the starting point for drug discovery, encompassing everything from basic research to preclinical studies. We explore drug discovery opportunities and create drug candidates for clinical development.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16841,Astellas
97,"Apr 05, 2021",Astellas and TOA EIYO Announce Termination of  Distribution Agreement,"We aptly and efficiently plan, implement, evaluate, and examine candidate drugs through drug discovery research, and file applications with regulatory authorities for marketing authorization.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16836,Astellas
98,"Apr 01, 2021","Astellas Announces Termination of Co-promotion with Viatris, Succession of Manufacturing and Marketing Approval, and Transfer of Distribution  for Lipitor® Tablets","The role of “Pharmaceutical Technology” involves designing manufacturing methods and formulations, as well as establishing manufacturing processes, procuring raw materials, manufacturing, and managing production facilities and products.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16831,Astellas
99,"Apr 01, 2021","Astellas Sustainability Webpage Renewed from Responsibility (Corporate Social Responsibility, CSR)","We provide and collect information on the efficacy and safety of pharmaceutical products. Through the power of information, we contribute to patient care by combining medicine with cutting-edge drug discovery.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16826,Astellas
100,"Mar 31, 2021",Astellas Establishes “Astellas Gene Therapies” as its Global Gene Therapy Center of Excellence,"Armed with the latest knowledge in medical science, we exchange information with researchers and medical experts to improve the quality of healthcare and maximize patient benefit.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16801,Astellas
101,"Mar 31, 2021",Astellas and TB Alliance Enter into a New Collaborative Research Agreement to Identify Lead Compounds for the Treatment of Tuberculosis,We have established a global system to comply with the pharmaceutical regulations in each country and deliver high-quality pharmaceuticals to patients.,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16796,Astellas
102,"Mar 30, 2021",Astellas’ XOSPATA® (gilteritinib) Meets Overall Survival Endpoint in COMMODORE Trial of Patients with Relapsed or Refractory Acute Myeloid Leukemia with a FLT3 Mutation,We aim to create new value and contribute to the integrity and sustainable growth of the company.,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16781,Astellas
103,"Mar 29, 2021",Astellas Receives Positive CHMP Opinion for XTANDITM (enzalutamide) for Patients with Metastatic Hormone-Sensitive Prostate Cancer,Search,https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16776,Astellas
104,"Mar 26, 2021",European Medicines Agency Accepts Marketing Authorization Application for Enfortumab Vedotin,"The Focus Area, where we put our efforts, consists of combinations of three components: 1) biology, 2) modality/technology, 3) diseases.",https://www.astellas.com/system/files/2017-01/global.png,https://www.astellas.com/en/news/16771,Astellas
